trajet_id,ville_depart,ville_arrivee,distance_km,duree_prevue_h,retard_min,prix_billet,nb_passagers,capacite_bus,type_bus,jour_semaine,periode_depart,condition_route,carburant_litre,satisfaction_client
677,Tsévié,Tsévié,157.0,7.9,,11474.0,24.0,30.0,,Jeudi,Soir,Mauvaise,33.8,4
678,Dapaong,Tsévié,481.0,3.8,65.0,11766.0,18.0,50.0,Standard,Jeudi,Soir,Moyenne,,4
679,Lomé,Sokodé,595.0,2.9,140.0,5068.0,13.0,40.0,VIP,Lundi,Matin,Mauvaise,76.3,2
680,Tsévié,Dapaong,129.0,10.0,71.0,9815.0,59.0,50.0,Standard,Samedi,Après-midi,Moyenne,32.3,3
681,Atakpamé,Lomé,558.0,8.8,143.0,3620.0,41.0,70.0,VIP,Mercredi,Après-midi,Bonne,70.2,1
682,,Lomé,463.0,7.9,107.0,3864.0,18.0,40.0,Standard,Vendredi,Matin,Bonne,,1
683,Tsévié,Atakpamé,344.0,3.3,2.0,4919.0,29.0,70.0,VIP,Dimanche,Soir,Mauvaise,70.3,1
684,Atakpamé,Dapaong,262.0,9.4,146.0,6413.0,38.0,70.0,Climatisé,Jeudi,Après-midi,,59.9,2
685,Kara,,435.0,8.3,26.0,3905.0,23.0,30.0,VIP,Mardi,Après-midi,Moyenne,75.6,4
686,Tsévié,,347.0,7.6,168.0,10732.0,17.0,60.0,Standard,Dimanche,Soir,Mauvaise,52.1,3
687,Sokodé,Atakpamé,424.0,,,2939.0,55.0,50.0,Climatisé,Mardi,Matin,Mauvaise,69.6,3
688,Dapaong,Lomé,156.0,3.2,38.0,9525.0,61.0,70.0,Standard,Vendredi,Soir,Mauvaise,78.3,3
689,Lomé,Kara,,3.5,118.0,11004.0,62.0,50.0,Standard,Dimanche,Après-midi,Moyenne,61.7,2
690,,Lomé,509.0,10.2,156.0,5719.0,40.0,70.0,Standard,Lundi,Soir,Moyenne,78.5,1
691,Tsévié,Sokodé,90.0,3.8,148.0,7417.0,67.0,30.0,Climatisé,Jeudi,Après-midi,Bonne,18.0,1
692,Tsévié,Dapaong,510.0,11.0,12.0,1589.0,57.0,50.0,Climatisé,Lundi,Matin,Moyenne,19.0,3
693,Lomé,Atakpamé,63.0,3.1,10.0,5599.0,66.0,30.0,,Lundi,Soir,Mauvaise,79.9,4
694,Kara,Sokodé,600.0,8.5,65.0,11150.0,18.0,30.0,Standard,Vendredi,Soir,Mauvaise,49.9,2
695,Lomé,Sokodé,272.0,5.8,13.0,11154.0,13.0,70.0,VIP,,,Mauvaise,25.8,5
696,Tsévié,Tsévié,511.0,8.1,121.0,3471.0,51.0,60.0,Standard,Jeudi,Matin,Bonne,55.2,3
697,Atakpamé,Kara,549.0,2.0,39.0,5958.0,31.0,60.0,VIP,Samedi,Soir,Bonne,36.0,2
698,,Sokodé,307.0,5.2,124.0,1878.0,64.0,70.0,VIP,Vendredi,Après-midi,Mauvaise,33.0,4
699,Kara,,548.0,3.5,133.0,8459.0,22.0,70.0,VIP,Lundi,Soir,Mauvaise,,1
700,Tsévié,Tsévié,124.0,,,8481.0,26.0,50.0,Climatisé,Vendredi,Soir,Mauvaise,23.6,3
701,Lomé,Tsévié,598.0,1.8,11.0,10629.0,41.0,30.0,VIP,Dimanche,Après-midi,Bonne,68.7,5
702,Dapaong,Sokodé,273.0,1.9,31.0,9033.0,18.0,30.0,Standard,,Matin,Moyenne,42.0,5
703,Kara,Tsévié,645.0,8.9,154.0,11207.0,45.0,30.0,VIP,Mercredi,Après-midi,Bonne,57.2,3
704,Dapaong,Lomé,445.0,6.7,93.0,11796.0,33.0,40.0,Climatisé,Mercredi,Matin,Moyenne,50.2,5
705,Sokodé,Atakpamé,439.0,4.8,94.0,5315.0,59.0,60.0,Climatisé,Mercredi,Après-midi,Mauvaise,22.6,5
706,Dapaong,Dapaong,159.0,2.4,140.0,5899.0,9.0,50.0,Climatisé,Vendredi,Soir,Moyenne,20.3,1
707,Sokodé,Kara,423.0,3.3,,1633.0,58.0,30.0,Standard,,Soir,Mauvaise,30.0,5
708,Kara,Dapaong,,4.3,29.0,4306.0,41.0,70.0,Standard,Lundi,Après-midi,Bonne,,5
709,Lomé,Atakpamé,279.0,6.6,32.0,5761.0,50.0,,Standard,Jeudi,Après-midi,Mauvaise,21.5,4
710,Kara,Kara,277.0,11.3,125.0,10401.0,20.0,70.0,Standard,Jeudi,Soir,Bonne,53.1,3
711,Atakpamé,Sokodé,,5.1,134.0,3295.0,55.0,50.0,Climatisé,Mardi,Matin,Bonne,40.8,3
712,Kara,Kara,530.0,5.2,,4085.0,12.0,30.0,Climatisé,Lundi,Soir,Mauvaise,78.9,1
713,Kara,Dapaong,469.0,9.0,58.0,2655.0,,60.0,VIP,Jeudi,Matin,Moyenne,48.5,2
714,Tsévié,Atakpamé,333.0,6.6,125.0,4001.0,23.0,50.0,,Lundi,Matin,Bonne,20.6,1
715,Atakpamé,Tsévié,232.0,4.5,43.0,5205.0,49.0,30.0,Climatisé,,Après-midi,Bonne,44.5,1
716,Atakpamé,Tsévié,511.0,,161.0,10952.0,40.0,40.0,Standard,Vendredi,Après-midi,Mauvaise,29.1,3
717,Tsévié,Sokodé,181.0,,123.0,6015.0,26.0,30.0,VIP,,Soir,,28.2,2
718,Kara,Lomé,,,8.0,9086.0,38.0,70.0,Standard,Dimanche,Matin,Mauvaise,36.6,1
719,Tsévié,Sokodé,100.0,11.2,127.0,11245.0,,,VIP,Mardi,Après-midi,Bonne,31.8,1
720,Atakpamé,Sokodé,379.0,11.9,84.0,9180.0,62.0,30.0,Standard,Vendredi,Après-midi,Moyenne,21.5,1
721,Tsévié,Lomé,509.0,9.9,102.0,,7.0,50.0,,Lundi,Après-midi,,69.1,4
722,Tsévié,Sokodé,622.0,6.3,85.0,3917.0,28.0,30.0,Standard,Vendredi,Soir,Moyenne,62.7,1
723,Kara,Sokodé,499.0,9.0,172.0,6497.0,51.0,,VIP,Samedi,Soir,Bonne,76.4,2
724,Kara,Dapaong,443.0,10.1,123.0,10819.0,49.0,40.0,VIP,,Matin,Bonne,55.0,1
725,Atakpamé,,367.0,5.3,111.0,4504.0,79.0,70.0,Climatisé,Mardi,Matin,Mauvaise,15.7,3
726,Sokodé,Kara,413.0,3.4,140.0,1838.0,57.0,60.0,VIP,Jeudi,Soir,Mauvaise,30.4,4
727,Atakpamé,Sokodé,79.0,3.2,129.0,7232.0,25.0,50.0,VIP,,Après-midi,Moyenne,16.3,4
728,Lomé,Sokodé,621.0,7.5,98.0,11219.0,68.0,60.0,Standard,Vendredi,,Bonne,28.4,4
729,Sokodé,Dapaong,386.0,2.2,64.0,6359.0,39.0,60.0,VIP,Dimanche,Soir,Moyenne,66.8,2
730,Lomé,Sokodé,327.0,,129.0,7250.0,25.0,50.0,Standard,Mercredi,Après-midi,Mauvaise,20.7,4
731,Atakpamé,Tsévié,426.0,6.2,144.0,8350.0,18.0,50.0,Climatisé,Lundi,,Mauvaise,18.5,4
732,Atakpamé,Dapaong,253.0,3.9,167.0,10156.0,46.0,30.0,Standard,Mercredi,Soir,Bonne,45.4,5
733,Kara,Dapaong,594.0,6.9,47.0,4447.0,28.0,50.0,Standard,Lundi,Après-midi,,53.5,2
734,Lomé,Tsévié,337.0,4.1,111.0,10423.0,,50.0,Standard,,Soir,Moyenne,60.0,1
735,Atakpamé,Sokodé,129.0,8.0,151.0,,13.0,,,Samedi,Soir,Bonne,54.1,4
736,,Tsévié,75.0,10.1,157.0,5523.0,48.0,40.0,Climatisé,Mardi,Matin,,32.1,3
737,Atakpamé,Tsévié,192.0,5.9,91.0,4249.0,18.0,60.0,Climatisé,Samedi,Après-midi,Bonne,25.9,4
738,Tsévié,Sokodé,144.0,9.2,128.0,1540.0,40.0,50.0,VIP,Samedi,Après-midi,Moyenne,72.6,5
739,Lomé,Sokodé,214.0,7.7,141.0,11277.0,49.0,40.0,Climatisé,,Matin,Bonne,37.6,4
740,Atakpamé,Lomé,,3.3,93.0,4598.0,35.0,50.0,VIP,Mercredi,Soir,Moyenne,75.0,2
741,Dapaong,Atakpamé,418.0,3.7,32.0,10323.0,9.0,30.0,Standard,Dimanche,Matin,Moyenne,,5
742,Dapaong,Atakpamé,262.0,7.2,177.0,2213.0,34.0,40.0,Standard,,Soir,Bonne,30.7,1
743,Atakpamé,Tsévié,216.0,10.4,53.0,2849.0,49.0,60.0,Standard,Dimanche,Soir,Moyenne,55.1,3
744,Sokodé,Dapaong,624.0,6.2,71.0,5069.0,,50.0,VIP,Mercredi,Après-midi,Mauvaise,67.9,1
745,Tsévié,Lomé,,8.1,60.0,6416.0,66.0,50.0,VIP,Dimanche,Soir,Bonne,61.7,3
746,Lomé,Lomé,137.0,9.5,0.0,,12.0,60.0,Climatisé,Samedi,Après-midi,Moyenne,51.3,5
747,Tsévié,Tsévié,393.0,9.9,,5252.0,21.0,50.0,Standard,Mardi,Matin,Mauvaise,59.0,3
748,Tsévié,Kara,581.0,8.3,3.0,,,,Standard,Vendredi,Matin,,52.2,4
749,Kara,Kara,,9.7,107.0,10649.0,45.0,40.0,VIP,Dimanche,,Moyenne,49.2,3
750,Tsévié,Atakpamé,385.0,7.9,116.0,5625.0,40.0,,Standard,Mercredi,,Mauvaise,39.1,2
751,Sokodé,Lomé,,11.2,115.0,7248.0,33.0,70.0,Climatisé,Jeudi,Soir,Moyenne,40.7,3
752,,Sokodé,329.0,5.1,139.0,7011.0,13.0,70.0,VIP,Vendredi,Soir,Bonne,24.6,5
753,,Dapaong,309.0,10.3,138.0,3003.0,13.0,30.0,VIP,Samedi,Soir,,65.0,3
754,Kara,Kara,310.0,8.3,135.0,6968.0,29.0,60.0,Standard,Mercredi,Après-midi,Mauvaise,68.7,5
755,Dapaong,Sokodé,360.0,7.5,43.0,7576.0,,30.0,Climatisé,Samedi,Après-midi,Moyenne,71.1,4
756,Atakpamé,Dapaong,57.0,9.0,94.0,11620.0,,40.0,Standard,Jeudi,Soir,Moyenne,,5
757,Atakpamé,Lomé,466.0,1.7,96.0,11304.0,54.0,50.0,Climatisé,Dimanche,Soir,Bonne,32.7,5
758,,Kara,396.0,9.7,104.0,4893.0,37.0,40.0,VIP,Vendredi,Soir,Mauvaise,67.2,5
759,Lomé,Kara,326.0,3.9,69.0,4977.0,45.0,30.0,VIP,Mercredi,Après-midi,Bonne,16.1,2
760,Kara,Atakpamé,253.0,3.1,70.0,,,30.0,Climatisé,Mardi,Après-midi,Mauvaise,,4
761,Kara,Kara,170.0,,20.0,11575.0,68.0,40.0,Climatisé,Vendredi,Après-midi,Mauvaise,80.0,4
762,Sokodé,Tsévié,304.0,11.0,126.0,1903.0,12.0,70.0,Standard,Lundi,Soir,Bonne,72.9,3
763,Atakpamé,Lomé,90.0,7.3,158.0,2767.0,58.0,60.0,VIP,Lundi,Après-midi,Moyenne,53.3,3
764,Atakpamé,Atakpamé,443.0,4.0,55.0,5407.0,,40.0,,Dimanche,Soir,Mauvaise,55.6,1
765,Dapaong,Dapaong,178.0,9.3,141.0,8059.0,15.0,60.0,VIP,Mercredi,Après-midi,Mauvaise,25.4,4
766,Sokodé,Tsévié,293.0,10.9,99.0,7028.0,62.0,50.0,,Mercredi,,Mauvaise,26.0,3
767,Atakpamé,Tsévié,451.0,9.2,60.0,3300.0,52.0,70.0,Climatisé,Jeudi,Matin,Bonne,62.1,1
768,Sokodé,Kara,309.0,10.0,92.0,11638.0,22.0,50.0,Standard,Mercredi,Après-midi,Bonne,38.1,5
769,Lomé,,101.0,11.3,50.0,5211.0,46.0,40.0,Standard,Jeudi,Soir,Bonne,69.5,2
770,Sokodé,Lomé,452.0,7.0,146.0,2607.0,49.0,40.0,Climatisé,Jeudi,Matin,Bonne,41.7,4
771,Atakpamé,Lomé,,11.0,118.0,10681.0,38.0,70.0,Standard,Vendredi,Après-midi,Moyenne,44.0,5
772,Tsévié,Sokodé,641.0,9.9,16.0,9800.0,17.0,50.0,VIP,Jeudi,Soir,Mauvaise,59.0,1
773,Kara,Tsévié,411.0,5.2,130.0,5479.0,5.0,70.0,Standard,Mardi,Soir,,,4
774,Lomé,Tsévié,279.0,4.9,99.0,7390.0,54.0,60.0,,Samedi,Matin,Mauvaise,45.2,1
775,Tsévié,Atakpamé,51.0,3.7,68.0,8092.0,56.0,70.0,VIP,Jeudi,Soir,,24.1,4
776,Lomé,Dapaong,240.0,,75.0,4366.0,16.0,,Standard,Samedi,Soir,Bonne,76.7,4
777,Atakpamé,Lomé,318.0,10.8,,9610.0,47.0,40.0,VIP,Samedi,Matin,Bonne,,2
778,Tsévié,Tsévié,181.0,2.4,170.0,9073.0,59.0,50.0,VIP,Samedi,Matin,Mauvaise,77.1,4
779,Sokodé,Lomé,574.0,7.6,158.0,4765.0,59.0,40.0,Climatisé,Jeudi,Matin,Mauvaise,24.2,1
780,Tsévié,Sokodé,410.0,8.8,71.0,10575.0,51.0,30.0,Climatisé,Samedi,Après-midi,Bonne,26.6,2
781,Kara,Tsévié,421.0,10.1,126.0,9606.0,65.0,40.0,Climatisé,Mercredi,Soir,Bonne,58.2,3
782,Atakpamé,Atakpamé,193.0,7.4,52.0,9700.0,9.0,60.0,Climatisé,Samedi,Matin,Moyenne,42.3,5
783,Lomé,Dapaong,386.0,8.4,3.0,4658.0,15.0,70.0,Standard,Dimanche,Matin,Moyenne,44.1,3
784,Lomé,Kara,96.0,7.0,153.0,6128.0,52.0,50.0,Climatisé,Jeudi,Matin,Bonne,66.1,2
785,Lomé,Sokodé,531.0,3.5,44.0,10921.0,40.0,50.0,Standard,Jeudi,Matin,Moyenne,51.6,4
786,Lomé,Lomé,,2.2,87.0,10638.0,66.0,50.0,Climatisé,Samedi,Après-midi,Mauvaise,,1
787,Lomé,Kara,523.0,4.2,133.0,11386.0,57.0,30.0,Climatisé,Samedi,Soir,Bonne,37.8,4
788,,Atakpamé,111.0,10.0,134.0,4646.0,47.0,40.0,Climatisé,Samedi,Soir,Bonne,51.3,3
789,Kara,Sokodé,619.0,,106.0,8944.0,67.0,60.0,VIP,Jeudi,Matin,Moyenne,27.0,4
790,Sokodé,Dapaong,329.0,,135.0,10500.0,18.0,60.0,VIP,Jeudi,Après-midi,Bonne,21.9,1
791,Tsévié,Lomé,351.0,3.8,165.0,8224.0,47.0,60.0,Climatisé,Samedi,Après-midi,Mauvaise,69.7,4
792,Kara,Lomé,133.0,4.5,48.0,11052.0,59.0,30.0,Climatisé,Jeudi,Matin,Mauvaise,63.2,1
793,Sokodé,Dapaong,221.0,5.7,29.0,5143.0,,30.0,Climatisé,Dimanche,Soir,Moyenne,58.3,1
794,Atakpamé,Lomé,241.0,,125.0,8248.0,13.0,70.0,Climatisé,Vendredi,Après-midi,Moyenne,39.9,2
795,Lomé,Kara,,8.1,31.0,4842.0,8.0,30.0,,Jeudi,Après-midi,Mauvaise,,3
796,Atakpamé,Atakpamé,337.0,9.4,22.0,7147.0,7.0,60.0,,Mercredi,Après-midi,Mauvaise,25.4,2
797,Kara,Lomé,103.0,10.9,157.0,4200.0,6.0,40.0,VIP,Dimanche,Soir,,62.0,4
798,,Sokodé,503.0,9.6,117.0,9172.0,49.0,40.0,Standard,Jeudi,Soir,Bonne,66.3,4
799,Dapaong,,519.0,4.2,24.0,3184.0,18.0,30.0,Standard,Dimanche,Soir,Bonne,53.4,4
800,Lomé,,361.0,7.3,44.0,,43.0,60.0,Standard,Mercredi,Matin,Bonne,73.4,5
801,Lomé,Sokodé,324.0,6.3,154.0,2511.0,46.0,40.0,Standard,Dimanche,Soir,Bonne,78.0,4
802,Kara,Atakpamé,,10.1,155.0,3646.0,49.0,30.0,,Mardi,Après-midi,Mauvaise,57.3,4
803,Dapaong,Atakpamé,72.0,4.1,62.0,10703.0,28.0,40.0,Climatisé,Mardi,Matin,Mauvaise,20.5,3
804,Lomé,Lomé,,7.9,66.0,9086.0,49.0,70.0,VIP,Lundi,Soir,Mauvaise,16.1,4
805,Lomé,Lomé,107.0,1.9,171.0,9082.0,49.0,40.0,Standard,Dimanche,Matin,Mauvaise,39.9,3
806,Atakpamé,Tsévié,198.0,4.9,23.0,6973.0,,60.0,VIP,Lundi,Matin,Mauvaise,61.3,3
807,Sokodé,Lomé,622.0,6.4,,3903.0,23.0,30.0,Climatisé,Samedi,,Mauvaise,72.6,2
808,Dapaong,Kara,311.0,3.7,109.0,4930.0,18.0,70.0,Climatisé,Dimanche,Soir,,28.1,3
809,Tsévié,Tsévié,,8.6,0.0,7548.0,60.0,,Standard,Samedi,Matin,,72.5,5
810,Kara,Sokodé,,5.4,,2007.0,59.0,40.0,VIP,Vendredi,Matin,Mauvaise,,1
811,Sokodé,Dapaong,236.0,3.5,98.0,6790.0,28.0,70.0,Climatisé,Mercredi,Soir,Moyenne,50.0,2
812,Atakpamé,Tsévié,546.0,10.6,156.0,2667.0,35.0,30.0,,Samedi,Matin,Bonne,,3
813,Kara,Kara,211.0,3.6,29.0,5487.0,18.0,70.0,,Dimanche,Matin,Moyenne,27.5,2
814,Kara,Dapaong,170.0,7.5,151.0,5567.0,16.0,50.0,Standard,Lundi,Soir,Bonne,,2
815,Tsévié,Tsévié,489.0,6.6,12.0,8446.0,61.0,60.0,Standard,Jeudi,Matin,Moyenne,23.5,3
816,Tsévié,Dapaong,434.0,6.2,120.0,5169.0,19.0,30.0,Standard,Lundi,Matin,Moyenne,16.9,4
817,Tsévié,Dapaong,470.0,4.0,141.0,3179.0,17.0,60.0,,Mercredi,Matin,Bonne,29.9,5
818,Lomé,,,10.1,114.0,6146.0,49.0,40.0,VIP,Mercredi,Soir,Bonne,52.4,2
819,Tsévié,Lomé,497.0,8.3,121.0,5438.0,12.0,70.0,Standard,Samedi,Après-midi,Mauvaise,58.7,5
820,Lomé,,578.0,9.9,80.0,5786.0,47.0,30.0,VIP,Lundi,Matin,Mauvaise,27.3,1
821,Sokodé,Tsévié,,9.1,97.0,2066.0,12.0,40.0,VIP,Vendredi,Matin,Bonne,50.6,4
822,Tsévié,Tsévié,178.0,,18.0,8757.0,21.0,60.0,Climatisé,Dimanche,,Bonne,22.2,3
823,,Sokodé,444.0,3.5,40.0,9574.0,46.0,40.0,Standard,Lundi,Matin,Mauvaise,35.8,1
824,Lomé,Lomé,361.0,7.9,104.0,4282.0,5.0,60.0,Climatisé,Mercredi,Après-midi,Bonne,27.3,4
825,Dapaong,Sokodé,436.0,,169.0,,69.0,60.0,Climatisé,Vendredi,Après-midi,Bonne,17.5,3
826,Kara,Atakpamé,427.0,6.7,72.0,11464.0,62.0,,VIP,Mardi,Soir,,65.6,1
827,Atakpamé,Sokodé,539.0,8.0,98.0,3584.0,8.0,50.0,Climatisé,Mercredi,Après-midi,Bonne,41.7,4
828,Sokodé,Dapaong,,4.4,162.0,2884.0,47.0,50.0,Standard,Mercredi,Matin,Bonne,20.9,1
829,Lomé,Atakpamé,504.0,6.3,165.0,9794.0,7.0,50.0,,Vendredi,Matin,Moyenne,62.7,2
830,Sokodé,Tsévié,491.0,10.3,100.0,9276.0,67.0,40.0,Climatisé,Jeudi,Matin,Mauvaise,40.9,2
831,Dapaong,Tsévié,493.0,3.7,175.0,3815.0,14.0,50.0,Standard,Samedi,Matin,Mauvaise,20.2,3
832,Tsévié,Dapaong,519.0,9.0,,5724.0,,70.0,VIP,Mercredi,Après-midi,,15.2,5
833,Tsévié,Kara,478.0,8.2,72.0,11818.0,64.0,30.0,Climatisé,Vendredi,Matin,Mauvaise,77.5,3
834,Atakpamé,Dapaong,,2.3,120.0,9473.0,65.0,60.0,,Jeudi,Matin,Moyenne,22.7,2
835,Dapaong,Atakpamé,,8.5,73.0,10548.0,26.0,60.0,VIP,Dimanche,Matin,Bonne,29.1,3
836,Sokodé,Tsévié,,6.3,97.0,9084.0,21.0,70.0,VIP,Jeudi,Après-midi,Bonne,40.0,1
837,Kara,Dapaong,211.0,3.4,1.0,7899.0,17.0,70.0,Standard,Vendredi,Après-midi,Mauvaise,76.4,2
838,,Tsévié,462.0,6.0,170.0,3925.0,46.0,60.0,VIP,Lundi,Matin,Bonne,17.3,4
839,Kara,Atakpamé,518.0,2.8,75.0,3666.0,40.0,40.0,VIP,Samedi,Matin,Moyenne,42.4,1
840,Dapaong,Tsévié,496.0,11.4,117.0,1733.0,23.0,50.0,Climatisé,,Après-midi,,,5
841,Atakpamé,Kara,642.0,11.7,,7323.0,,,Climatisé,Samedi,,Mauvaise,62.0,2
842,Dapaong,Dapaong,364.0,6.0,65.0,2489.0,27.0,50.0,VIP,Dimanche,Après-midi,Bonne,77.6,3
843,Lomé,Atakpamé,232.0,3.7,55.0,7426.0,55.0,70.0,VIP,Lundi,Après-midi,Mauvaise,53.7,5
844,Atakpamé,Atakpamé,371.0,9.9,,1556.0,60.0,50.0,VIP,Lundi,Matin,Mauvaise,55.3,5
845,Atakpamé,Atakpamé,232.0,4.8,126.0,9950.0,12.0,50.0,Standard,Lundi,Après-midi,Bonne,76.2,2
846,Dapaong,Tsévié,184.0,5.2,,10502.0,64.0,50.0,Climatisé,Dimanche,Matin,Mauvaise,34.0,3
847,Atakpamé,Atakpamé,612.0,5.7,,11001.0,44.0,60.0,Standard,Samedi,Matin,Mauvaise,68.0,1
848,Kara,Dapaong,143.0,9.0,102.0,6963.0,8.0,30.0,Climatisé,,,Bonne,52.4,2
849,Sokodé,Tsévié,241.0,7.9,102.0,7774.0,40.0,30.0,VIP,Dimanche,Matin,Mauvaise,,1
850,Kara,Lomé,585.0,11.9,138.0,2735.0,20.0,,VIP,Vendredi,Matin,Mauvaise,20.9,4
851,Atakpamé,Sokodé,362.0,10.3,,3442.0,54.0,50.0,Climatisé,Dimanche,,Moyenne,,3
852,Sokodé,Atakpamé,300.0,11.7,21.0,9761.0,56.0,,Standard,Dimanche,Après-midi,Bonne,22.7,4
853,Lomé,Tsévié,325.0,9.6,158.0,4570.0,43.0,40.0,VIP,,Matin,Mauvaise,75.4,5
854,Dapaong,,439.0,5.9,36.0,10984.0,46.0,50.0,Standard,Lundi,Matin,Moyenne,75.2,2
855,Tsévié,Dapaong,88.0,11.2,141.0,9715.0,61.0,50.0,,Mercredi,Après-midi,Mauvaise,70.9,3
856,Atakpamé,,109.0,5.7,111.0,6606.0,55.0,40.0,VIP,Vendredi,Soir,Moyenne,66.9,2
857,Dapaong,Atakpamé,64.0,2.6,,2282.0,23.0,50.0,Climatisé,Vendredi,Soir,Mauvaise,,1
858,Tsévié,Lomé,160.0,3.8,177.0,3728.0,15.0,30.0,Climatisé,,Après-midi,,67.2,5
859,Sokodé,Lomé,444.0,11.8,10.0,,34.0,60.0,Climatisé,Mardi,Matin,Mauvaise,62.3,4
860,Dapaong,Kara,352.0,3.4,87.0,9987.0,59.0,40.0,Climatisé,Mercredi,Après-midi,Mauvaise,20.6,2
861,Tsévié,Lomé,640.0,5.7,178.0,7227.0,56.0,,Standard,Dimanche,Après-midi,,20.1,2
862,Atakpamé,Lomé,626.0,10.2,153.0,4401.0,12.0,70.0,Climatisé,Dimanche,Après-midi,Bonne,49.0,2
863,Atakpamé,Sokodé,416.0,6.8,146.0,1635.0,50.0,30.0,Standard,Mercredi,Matin,Mauvaise,65.0,5
864,Kara,Dapaong,157.0,8.4,100.0,11452.0,50.0,60.0,VIP,Vendredi,Matin,,50.7,5
865,Dapaong,Kara,572.0,10.7,55.0,10376.0,41.0,40.0,Climatisé,Mercredi,Soir,Mauvaise,20.5,5
866,Dapaong,Atakpamé,,2.6,24.0,11067.0,14.0,40.0,VIP,Mardi,,Mauvaise,78.6,5
867,Kara,Sokodé,509.0,6.5,163.0,4673.0,32.0,50.0,Standard,Mercredi,Soir,Bonne,41.6,5
868,Kara,Atakpamé,439.0,4.9,117.0,3362.0,34.0,60.0,Standard,Lundi,Soir,Mauvaise,44.4,3
869,Tsévié,Sokodé,184.0,,31.0,3136.0,35.0,40.0,Standard,Samedi,,Bonne,66.1,3
870,Dapaong,Tsévié,273.0,6.7,20.0,5061.0,25.0,40.0,VIP,Dimanche,Après-midi,,23.0,2
871,Sokodé,,64.0,5.1,111.0,2137.0,33.0,60.0,Climatisé,Vendredi,Soir,,43.7,4
872,Sokodé,Kara,596.0,3.6,158.0,11551.0,6.0,,VIP,Jeudi,Après-midi,Mauvaise,51.5,3
873,,Sokodé,378.0,3.0,136.0,9005.0,36.0,,Climatisé,,Soir,Bonne,68.2,5
874,Kara,Lomé,445.0,9.3,124.0,3346.0,10.0,70.0,Climatisé,Mardi,Soir,Bonne,52.5,5
875,Sokodé,Sokodé,575.0,10.2,42.0,4066.0,27.0,70.0,Climatisé,,Matin,Mauvaise,26.6,2
876,Atakpamé,Dapaong,482.0,9.7,,3679.0,7.0,50.0,VIP,Lundi,Après-midi,Bonne,,4
877,Atakpamé,Kara,581.0,8.6,16.0,7572.0,41.0,60.0,Standard,,Soir,Moyenne,48.6,2
878,Kara,Dapaong,590.0,8.1,144.0,1704.0,12.0,60.0,Climatisé,Lundi,Après-midi,Bonne,51.5,4
879,Tsévié,Atakpamé,403.0,5.8,129.0,9706.0,18.0,40.0,,Samedi,Après-midi,Moyenne,66.4,4
880,Atakpamé,Dapaong,,,179.0,1528.0,40.0,40.0,,Samedi,,Moyenne,,3
881,Lomé,Lomé,260.0,2.7,103.0,,45.0,,VIP,Mardi,Matin,Bonne,70.3,1
882,Atakpamé,,204.0,7.5,26.0,10272.0,9.0,60.0,VIP,Mercredi,Soir,Mauvaise,18.7,3
883,,,225.0,7.6,160.0,8702.0,68.0,,Climatisé,Mardi,Après-midi,Moyenne,47.8,5
884,Lomé,Atakpamé,404.0,,41.0,3929.0,25.0,30.0,VIP,,Soir,Bonne,63.1,3
885,Dapaong,Kara,130.0,9.9,57.0,8661.0,49.0,40.0,VIP,Mercredi,Soir,Moyenne,77.3,5
886,Atakpamé,,489.0,5.4,160.0,11004.0,41.0,70.0,VIP,Lundi,Matin,,,5
887,Atakpamé,Tsévié,261.0,4.9,81.0,6430.0,50.0,,Climatisé,Lundi,Matin,Bonne,55.5,4
888,Sokodé,Tsévié,75.0,,144.0,9499.0,68.0,30.0,VIP,Samedi,Après-midi,Mauvaise,,5
889,Dapaong,Tsévié,605.0,4.8,73.0,10049.0,51.0,70.0,Standard,Vendredi,Après-midi,Bonne,42.3,1
890,Kara,Dapaong,88.0,5.3,73.0,11160.0,17.0,70.0,VIP,Dimanche,Après-midi,Bonne,70.5,3
891,Kara,Tsévié,184.0,2.4,167.0,1930.0,27.0,50.0,Climatisé,Mercredi,Après-midi,Mauvaise,73.7,1
892,Lomé,Tsévié,578.0,9.2,139.0,6136.0,39.0,30.0,Climatisé,,,Moyenne,53.5,4
893,Atakpamé,Atakpamé,599.0,1.9,148.0,3677.0,12.0,50.0,Climatisé,Dimanche,Matin,,49.5,2
894,Atakpamé,Tsévié,90.0,11.0,83.0,7075.0,68.0,70.0,VIP,Jeudi,Matin,Moyenne,77.6,4
895,Tsévié,Tsévié,325.0,2.6,172.0,4476.0,49.0,60.0,Climatisé,,Matin,Bonne,51.4,3
896,Atakpamé,Kara,471.0,4.0,77.0,2265.0,44.0,30.0,Climatisé,Dimanche,Matin,Moyenne,28.8,1
897,Sokodé,Sokodé,380.0,3.3,28.0,1935.0,8.0,70.0,VIP,Dimanche,Après-midi,Mauvaise,64.6,4
898,Kara,Kara,399.0,8.2,172.0,3751.0,34.0,70.0,Standard,,Soir,Bonne,62.2,1
899,Atakpamé,Kara,128.0,,140.0,,31.0,40.0,Climatisé,Jeudi,Après-midi,Bonne,36.9,1
900,Dapaong,Dapaong,628.0,,86.0,10544.0,31.0,40.0,VIP,Lundi,Soir,Bonne,56.8,1
901,Kara,Sokodé,380.0,2.2,59.0,9563.0,19.0,,Climatisé,Mercredi,Soir,Bonne,66.3,2
